# EMAIL	DOMAIN	BROKER	PERSONAL	SOURCE
confetti-cake_50x_1c90a3c2-da62-4b40-a89b-3d02accd5d3c_750x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
pure_peppermint_64x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
captura_de_ecra_2026-01-14_as_18.41.38_1000x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
pdp_cocofloss_delightfulmint_thin_33yd_800x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
refillehp_cocofloss_ongray_017large_1000x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
captura_de_ecra_2026-01-14_as_18.41.38_750x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
ehp_cocofloss_ongray_017_764d8494-7c4b-452c-a9f3-b8974d56c3e2_1000x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
cocofloss_thin_4_pack_2000x2000px-2_226x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
pdp_cocofloss_readysetjetcompletebundle_2000x2000px_500x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
rectangle_2108_500x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
summer-watermelon_50x_8f095bd0-c7d2-431b-90de-2da9ec5a8188_1000x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
011326_site_hp_module_aboutus_v2_375x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
pdp_cocofloss_delightfulmint_thin_33yd_1000x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
011326_site_hp_module_aboutus_v2_1100x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
confetti-cake_50x_1c90a3c2-da62-4b40-a89b-3d02accd5d3c_1000x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
pdp_cocofloss_readysetjetcompletebundle_2000x2000px_fc0f38f0-0404-4293-aa62-83f2bf7ff6a6_100x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
confetti-cake_50x_1c90a3c2-da62-4b40-a89b-3d02accd5d3c_64x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
com_pdp_product_2000x2000px-2_69d20cc2-09a2-4ebc-80ea-7d4578b3826d_500x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
mixed-fragrances_64x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
011326_site_hp_module_yourdailyhit_1650x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
011326_site_hp_module_yourdailyhit_500x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
pdp_com_cocofloss_confetticake_33yd_800x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
012226_site_hp_mini_320x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
cocofloss_33yd_delightful-mint_2000x2000px_4_500x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
com_pdp_product_2000x2000px_2_500x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
everythingset_2000x2000px_1600x1_a398e9cb-4185-43ea-8206-f686cf37edc8_226x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
fresh-coconut-and-delicious-mint_50x_47606356-f6da-4ba1-97ba-29f6d1b5eecf_750x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
cocolab_pdp_cocoshine_bundle_2000x2000px_500x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
012226_site_hp_mini_1500x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
lychee_breeze_750x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
cocofloss_refill_delightful-mint_2000x2000px_226x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
011326_site_hp_module_aboutus_v2_750x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
com_pdp_product_2000x2000px_e9103249-819c-4437-97d7-ac56d4b4c816_500x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
rectangle_2108_64x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
cocofloss_33yd_delightful-mint_2000x2000px_4_1000x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
pdp_cocofloss_delightfulmint_thin_33yd_226x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
011326_site_hp_module_quiz_1500x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
011326_site_hp_module_quiz_500x@2x.jpg	2x.jpg	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
captura_de_ecra_2026-01-14_as_18.41.38_64x@2x.png	2x.png	0	0	https://cocofloss.com	https://www.shopify.com/blog/shopify-stores
